report_year,facility_id,jurisdiction_code,facility_name,registered_business_name,primary_anzsic_class_name,substance_id,substance_name,air_total_emission_kg,suburb,state,postcode,latitude,longitude,report_year_1,postalcode_2,pr_rank
2008/2009,559462,VIC,CRF (Colac Otway),CRF (COLAC OTWAY) P/L,Meat Processing,77,Sulfur dioxide,19.56192,Colac,VIC,3250,-38.327026,143.608721,2,32,
2008/2009,524420,VIC,CRYOVAC AUST P/L,CRYOVAC AUST P/L,Polymer Film and Sheet Packaging Material Manufacturing,20,Carbon monoxide,3240.7612,Fawkner,VIC,3060,-37.711234,144.962189,2,30,
2008/2009,524420,VIC,CRYOVAC AUST P/L,CRYOVAC AUST P/L,Polymer Film and Sheet Packaging Material Manufacturing,69,Oxides of Nitrogen,4044.1789,Fawkner,VIC,3060,-37.711234,144.962189,2,30,
2008/2009,524420,VIC,CRYOVAC AUST P/L,CRYOVAC AUST P/L,Polymer Film and Sheet Packaging Material Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),275.554,Fawkner,VIC,3060,-37.711234,144.962189,2,30,
2008/2009,524420,VIC,CRYOVAC AUST P/L,CRYOVAC AUST P/L,Polymer Film and Sheet Packaging Material Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),275.714,Fawkner,VIC,3060,-37.711234,144.962189,2,30,
2008/2009,524420,VIC,CRYOVAC AUST P/L,CRYOVAC AUST P/L,Polymer Film and Sheet Packaging Material Manufacturing,77,Sulfur dioxide,58.9833,Fawkner,VIC,3060,-37.711234,144.962189,2,30,
2008/2009,535542,VIC,Australian Animal Health Laboratory,CSIRO,Scientific Research Services,20,Carbon monoxide,2617.16,Geelong East,VIC,3219,-38.153005,144.387771,2,32,
2008/2009,535542,VIC,Australian Animal Health Laboratory,CSIRO,Scientific Research Services,69,Oxides of Nitrogen,1553.04,Geelong East,VIC,3219,-38.153005,144.387771,2,32,
2008/2009,535542,VIC,Australian Animal Health Laboratory,CSIRO,Scientific Research Services,92,Particulate Matter ?2.5 ‘m (PM2.5),230.08,Geelong East,VIC,3219,-38.153005,144.387771,2,32,
2008/2009,535542,VIC,Australian Animal Health Laboratory,CSIRO,Scientific Research Services,70,Particulate Matter ?10.0 ‘m (PM10),230.08,Geelong East,VIC,3219,-38.153005,144.387771,2,32,
2008/2009,535542,VIC,Australian Animal Health Laboratory,CSIRO,Scientific Research Services,77,Sulfur dioxide,50.33,Geelong East,VIC,3219,-38.153005,144.387771,2,32,
2008/2009,534856,VIC,CSIRO - Clayton Laboratories,CSIRO,Scientific Research Services,20,Carbon monoxide,820.82,Clayton,VIC,3168,-37.904563,145.130474,2,31,
2008/2009,534856,VIC,CSIRO - Clayton Laboratories,CSIRO,Scientific Research Services,69,Oxides of Nitrogen,487.08,Clayton,VIC,3168,-37.904563,145.130474,2,31,
2008/2009,534856,VIC,CSIRO - Clayton Laboratories,CSIRO,Scientific Research Services,92,Particulate Matter ?2.5 ‘m (PM2.5),72.16,Clayton,VIC,3168,-37.904563,145.130474,2,31,
2008/2009,534856,VIC,CSIRO - Clayton Laboratories,CSIRO,Scientific Research Services,70,Particulate Matter ?10.0 ‘m (PM10),72.16,Clayton,VIC,3168,-37.904563,145.130474,2,31,
2008/2009,534856,VIC,CSIRO - Clayton Laboratories,CSIRO,Scientific Research Services,77,Sulfur dioxide,15.785,Clayton,VIC,3168,-37.904563,145.130474,2,31,
2008/2009,535204,VIC,CSIRO Belmont Laboratories,CSIRO,Cut and Sewn Textile Product Manufacturing,20,Carbon monoxide,1015.196,Belmont,VIC,3216,-38.1845,144.32914,2,32,
2008/2009,535204,VIC,CSIRO Belmont Laboratories,CSIRO,Cut and Sewn Textile Product Manufacturing,69,Oxides of Nitrogen,602.424,Belmont,VIC,3216,-38.1845,144.32914,2,32,
2008/2009,535204,VIC,CSIRO Belmont Laboratories,CSIRO,Cut and Sewn Textile Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),89.248,Belmont,VIC,3216,-38.1845,144.32914,2,32,
2008/2009,535204,VIC,CSIRO Belmont Laboratories,CSIRO,Cut and Sewn Textile Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),89.248,Belmont,VIC,3216,-38.1845,144.32914,2,32,
2008/2009,535204,VIC,CSIRO Belmont Laboratories,CSIRO,Cut and Sewn Textile Product Manufacturing,77,Sulfur dioxide,19.523,Belmont,VIC,3216,-38.1845,144.32914,2,32,
2008/2009,529262,VIC,Bioplasma Division,CSL LTD,Human Pharmaceutical and Medicinal Product Manufacturing,20,Carbon monoxide,4372.106,Broadmeadows,VIC,3047,-37.688192,144.940536,2,30,
2008/2009,529262,VIC,Bioplasma Division,CSL LTD,Human Pharmaceutical and Medicinal Product Manufacturing,69,Oxides of Nitrogen,5422.4192,Broadmeadows,VIC,3047,-37.688192,144.940536,2,30,
2008/2009,529262,VIC,Bioplasma Division,CSL LTD,Human Pharmaceutical and Medicinal Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),396.3507,Broadmeadows,VIC,3047,-37.688192,144.940536,2,30,
2008/2009,529262,VIC,Bioplasma Division,CSL LTD,Human Pharmaceutical and Medicinal Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),396.76725,Broadmeadows,VIC,3047,-37.688192,144.940536,2,30,
2008/2009,529262,VIC,Bioplasma Division,CSL LTD,Human Pharmaceutical and Medicinal Product Manufacturing,77,Sulfur dioxide,82.2165135,Broadmeadows,VIC,3047,-37.688192,144.940536,2,30,
2008/2009,529242,VIC,Parkville,CSL LTD,Human Pharmaceutical and Medicinal Product Manufacturing,20,Carbon monoxide,5500.706635,Parkville,VIC,3052,-37.779327,144.947092,2,30,
2008/2009,529242,VIC,Parkville,CSL LTD,Human Pharmaceutical and Medicinal Product Manufacturing,69,Oxides of Nitrogen,6507.23798,Parkville,VIC,3052,-37.779327,144.947092,2,30,
2008/2009,529242,VIC,Parkville,CSL LTD,Human Pharmaceutical and Medicinal Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),486.37328,Parkville,VIC,3052,-37.779327,144.947092,2,30,
2008/2009,529242,VIC,Parkville,CSL LTD,Human Pharmaceutical and Medicinal Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),486.67506,Parkville,VIC,3052,-37.779327,144.947092,2,30,
2008/2009,529242,VIC,Parkville,CSL LTD,Human Pharmaceutical and Medicinal Product Manufacturing,77,Sulfur dioxide,104.7488764,Parkville,VIC,3052,-37.779327,144.947092,2,30,
2008/2009,526540,VIC,CSR Bradford Insulation - Rockwool Plant,CSR LTD,Other Non-Metallic Mineral Product Manufacturing,20,Carbon monoxide,13003.98037,Clayton,VIC,3168,-37.916919,145.146892,2,31,
2008/2009,526540,VIC,CSR Bradford Insulation - Rockwool Plant,CSR LTD,Other Non-Metallic Mineral Product Manufacturing,69,Oxides of Nitrogen,9009.289403,Clayton,VIC,3168,-37.916919,145.146892,2,31,
2008/2009,526540,VIC,CSR Bradford Insulation - Rockwool Plant,CSR LTD,Other Non-Metallic Mineral Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),129.186,Clayton,VIC,3168,-37.916919,145.146892,2,31,
2008/2009,526540,VIC,CSR Bradford Insulation - Rockwool Plant,CSR LTD,Other Non-Metallic Mineral Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),5031.25676,Clayton,VIC,3168,-37.916919,145.146892,2,31,
2008/2009,526540,VIC,CSR Bradford Insulation - Rockwool Plant,CSR LTD,Other Non-Metallic Mineral Product Manufacturing,77,Sulfur dioxide,19396.51165,Clayton,VIC,3168,-37.916919,145.146892,2,31,
2008/2009,533684,VIC,CSR Gyprock-Yarraville,CSR LTD,Plaster Product Manufacturing,20,Carbon monoxide,136724,Yarraville,VIC,3013,-37.817277,144.901738,2,30,
2008/2009,533684,VIC,CSR Gyprock-Yarraville,CSR LTD,Plaster Product Manufacturing,69,Oxides of Nitrogen,28984,Yarraville,VIC,3013,-37.817277,144.901738,2,30,
2008/2009,533684,VIC,CSR Gyprock-Yarraville,CSR LTD,Plaster Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),1975.1,Yarraville,VIC,3013,-37.817277,144.901738,2,30,
2008/2009,533684,VIC,CSR Gyprock-Yarraville,CSR LTD,Plaster Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),13922,Yarraville,VIC,3013,-37.817277,144.901738,2,30,
2008/2009,533684,VIC,CSR Gyprock-Yarraville,CSR LTD,Plaster Product Manufacturing,77,Sulfur dioxide,4091,Yarraville,VIC,3013,-37.817277,144.901738,2,30,
2008/2009,524630,VIC,CSR Monier Wunderlich,CSR LTD,Other Ceramic Product Manufacturing,20,Carbon monoxide,18570.384,Vermont,VIC,3133,-37.832938,145.193878,2,31,
2008/2009,524630,VIC,CSR Monier Wunderlich,CSR LTD,Other Ceramic Product Manufacturing,69,Oxides of Nitrogen,9556.74,Vermont,VIC,3133,-37.832938,145.193878,2,31,
2008/2009,524630,VIC,CSR Monier Wunderlich,CSR LTD,Other Ceramic Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),1.9602,Vermont,VIC,3133,-37.832938,145.193878,2,31,
2008/2009,524630,VIC,CSR Monier Wunderlich,CSR LTD,Other Ceramic Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),998.183,Vermont,VIC,3133,-37.832938,145.193878,2,31,
2008/2009,524630,VIC,CSR Monier Wunderlich,CSR LTD,Other Ceramic Product Manufacturing,77,Sulfur dioxide,335.88085,Vermont,VIC,3133,-37.832938,145.193878,2,31,
2008/2009,534210,VIC,Geelong Automotive,CSR VIRIDIAN LTD,Glass and Glass Product Manufacturing,20,Carbon monoxide,4616.74,Geelong North,VIC,3215,-38.113101,144.356121,2,32,
2008/2009,534210,VIC,Geelong Automotive,CSR VIRIDIAN LTD,Glass and Glass Product Manufacturing,69,Oxides of Nitrogen,3494.95,Geelong North,VIC,3215,-38.113101,144.356121,2,32,
2008/2009,534210,VIC,Geelong Automotive,CSR VIRIDIAN LTD,Glass and Glass Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),141.78,Geelong North,VIC,3215,-38.113101,144.356121,2,32,
2008/2009,534210,VIC,Geelong Automotive,CSR VIRIDIAN LTD,Glass and Glass Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),141.78,Geelong North,VIC,3215,-38.113101,144.356121,2,32,
2008/2009,534210,VIC,Geelong Automotive,CSR VIRIDIAN LTD,Glass and Glass Product Manufacturing,77,Sulfur dioxide,31.01,Geelong North,VIC,3215,-38.113101,144.356121,2,32,
2008/2009,524292,VIC,Viridian Dandenong,CSR VIRIDIAN LTD,Glass and Glass Product Manufacturing,20,Carbon monoxide,12592,Dandenong,VIC,3175,-38.011836,145.224236,2,31,
2008/2009,524292,VIC,Viridian Dandenong,CSR VIRIDIAN LTD,Glass and Glass Product Manufacturing,69,Oxides of Nitrogen,477551.4,Dandenong,VIC,3175,-38.011836,145.224236,2,31,
2008/2009,524292,VIC,Viridian Dandenong,CSR VIRIDIAN LTD,Glass and Glass Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),3015,Dandenong,VIC,3175,-38.011836,145.224236,2,31,
2008/2009,524292,VIC,Viridian Dandenong,CSR VIRIDIAN LTD,Glass and Glass Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),56999,Dandenong,VIC,3175,-38.011836,145.224236,2,31,
2008/2009,524292,VIC,Viridian Dandenong,CSR VIRIDIAN LTD,Glass and Glass Product Manufacturing,77,Sulfur dioxide,98245,Dandenong,VIC,3175,-38.011836,145.224236,2,31,
2008/2009,526106,VIC,DANIEL ROBERTSON AUST P/L,DANIEL ROBERTSON AUST P/L,Clay Brick Manufacturing,20,Carbon monoxide,7145,Nunawading,VIC,3131,-37.82101,145.179968,2,31,
2008/2009,526106,VIC,DANIEL ROBERTSON AUST P/L,DANIEL ROBERTSON AUST P/L,Clay Brick Manufacturing,69,Oxides of Nitrogen,2422,Nunawading,VIC,3131,-37.82101,145.179968,2,31,
2008/2009,526106,VIC,DANIEL ROBERTSON AUST P/L,DANIEL ROBERTSON AUST P/L,Clay Brick Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),2013,Nunawading,VIC,3131,-37.82101,145.179968,2,31,
2008/2009,526106,VIC,DANIEL ROBERTSON AUST P/L,DANIEL ROBERTSON AUST P/L,Clay Brick Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),6313,Nunawading,VIC,3131,-37.82101,145.179968,2,31,
2008/2009,526106,VIC,DANIEL ROBERTSON AUST P/L,DANIEL ROBERTSON AUST P/L,Clay Brick Manufacturing,77,Sulfur dioxide,3500.095,Nunawading,VIC,3131,-37.82101,145.179968,2,31,
2008/2009,557884,VIC,Diamond Valley Pork,DIAMOND VALLEY PORK P/L,Meat Processing,20,Carbon monoxide,1418.755572,Laverton North,VIC,3026,-37.82095,144.8054611,2,30,
2008/2009,557884,VIC,Diamond Valley Pork,DIAMOND VALLEY PORK P/L,Meat Processing,69,Oxides of Nitrogen,2287.6653,Laverton North,VIC,3026,-37.82095,144.8054611,2,30,
2008/2009,557884,VIC,Diamond Valley Pork,DIAMOND VALLEY PORK P/L,Meat Processing,92,Particulate Matter ?2.5 ‘m (PM2.5),168.578666,Laverton North,VIC,3026,-37.82095,144.8054611,2,30,
2008/2009,557884,VIC,Diamond Valley Pork,DIAMOND VALLEY PORK P/L,Meat Processing,70,Particulate Matter ?10.0 ‘m (PM10),176.480872,Laverton North,VIC,3026,-37.82095,144.8054611,2,30,
2008/2009,557884,VIC,Diamond Valley Pork,DIAMOND VALLEY PORK P/L,Meat Processing,77,Sulfur dioxide,18.49407648,Laverton North,VIC,3026,-37.82095,144.8054611,2,30,
2008/2009,526704,VIC,DOW CHEMICAL (AUST) LTD,DOW CHEMICAL (AUST) LTD,Basic Organic Chemical Manufacturing,20,Carbon monoxide,9054.2,Altona,VIC,3018,-37.846998,144.802026,2,30,
2008/2009,526704,VIC,DOW CHEMICAL (AUST) LTD,DOW CHEMICAL (AUST) LTD,Basic Organic Chemical Manufacturing,69,Oxides of Nitrogen,11597.128,Altona,VIC,3018,-37.846998,144.802026,2,30,
2008/2009,526704,VIC,DOW CHEMICAL (AUST) LTD,DOW CHEMICAL (AUST) LTD,Basic Organic Chemical Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),817.1625,Altona,VIC,3018,-37.846998,144.802026,2,30,
2008/2009,526704,VIC,DOW CHEMICAL (AUST) LTD,DOW CHEMICAL (AUST) LTD,Basic Organic Chemical Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),828.457,Altona,VIC,3018,-37.846998,144.802026,2,30,
2008/2009,526704,VIC,DOW CHEMICAL (AUST) LTD,DOW CHEMICAL (AUST) LTD,Basic Organic Chemical Manufacturing,77,Sulfur dioxide,215.4721,Altona,VIC,3018,-37.846998,144.802026,2,30,
2008/2009,534752,VIC,Bayswater,DOWNER EDI WORKS P/L,Other Petroleum and Coal Product Manufacturing,20,Carbon monoxide,20652.88,Bayswater,VIC,3153,-37.840531,145.279491,2,31,
2008/2009,534752,VIC,Bayswater,DOWNER EDI WORKS P/L,Other Petroleum and Coal Product Manufacturing,69,Oxides of Nitrogen,2425.1,Bayswater,VIC,3153,-37.840531,145.279491,2,31,
2008/2009,534752,VIC,Bayswater,DOWNER EDI WORKS P/L,Other Petroleum and Coal Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),705.99,Bayswater,VIC,3153,-37.840531,145.279491,2,31,
2008/2009,534752,VIC,Bayswater,DOWNER EDI WORKS P/L,Other Petroleum and Coal Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),7134.76,Bayswater,VIC,3153,-37.840531,145.279491,2,31,
2008/2009,534752,VIC,Bayswater,DOWNER EDI WORKS P/L,Other Petroleum and Coal Product Manufacturing,77,Sulfur dioxide,305.3,Bayswater,VIC,3153,-37.840531,145.279491,2,31,
2008/2009,534800,VIC,Laverton North,DOWNER EDI WORKS P/L,Other Petroleum and Coal Product Manufacturing,20,Carbon monoxide,6194.9,Laverton North,VIC,3026,-37.826072,144.791287,2,30,
2008/2009,534800,VIC,Laverton North,DOWNER EDI WORKS P/L,Other Petroleum and Coal Product Manufacturing,69,Oxides of Nitrogen,4627.88,Laverton North,VIC,3026,-37.826072,144.791287,2,30,
2008/2009,534800,VIC,Laverton North,DOWNER EDI WORKS P/L,Other Petroleum and Coal Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),3958.04,Laverton North,VIC,3026,-37.826072,144.791287,2,30,
2008/2009,534800,VIC,Laverton North,DOWNER EDI WORKS P/L,Other Petroleum and Coal Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),39703.02,Laverton North,VIC,3026,-37.826072,144.791287,2,30,
2008/2009,534800,VIC,Laverton North,DOWNER EDI WORKS P/L,Other Petroleum and Coal Product Manufacturing,77,Sulfur dioxide,356.79,Laverton North,VIC,3026,-37.826072,144.791287,2,30,
2008/2009,549956,VIC,Somerton,DOWNER EDI WORKS P/L,Other Petroleum and Coal Product Manufacturing,20,Carbon monoxide,5657.08,Somerton,VIC,3062,-37.641832,144.941312,2,30,
2008/2009,549956,VIC,Somerton,DOWNER EDI WORKS P/L,Other Petroleum and Coal Product Manufacturing,69,Oxides of Nitrogen,3935.25,Somerton,VIC,3062,-37.641832,144.941312,2,30,
2008/2009,549956,VIC,Somerton,DOWNER EDI WORKS P/L,Other Petroleum and Coal Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),870.53,Somerton,VIC,3062,-37.641832,144.941312,2,30,
2008/2009,549956,VIC,Somerton,DOWNER EDI WORKS P/L,Other Petroleum and Coal Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),8792.04,Somerton,VIC,3062,-37.641832,144.941312,2,30,
2008/2009,549956,VIC,Somerton,DOWNER EDI WORKS P/L,Other Petroleum and Coal Product Manufacturing,77,Sulfur dioxide,330.12,Somerton,VIC,3062,-37.641832,144.941312,2,30,
2008/2009,532570,VIC,West Swanson Terminal,DP WORLD AUST LTD,Stevedoring Services,20,Carbon monoxide,85337,West Melbourne,VIC,3003,-37.810235,144.911025,2,30,
2008/2009,532570,VIC,West Swanson Terminal,DP WORLD AUST LTD,Stevedoring Services,69,Oxides of Nitrogen,100739,West Melbourne,VIC,3003,-37.810235,144.911025,2,30,
2008/2009,532570,VIC,West Swanson Terminal,DP WORLD AUST LTD,Stevedoring Services,92,Particulate Matter ?2.5 ‘m (PM2.5),2477.5242,West Melbourne,VIC,3003,-37.810235,144.911025,2,30,
2008/2009,532570,VIC,West Swanson Terminal,DP WORLD AUST LTD,Stevedoring Services,70,Particulate Matter ?10.0 ‘m (PM10),2585.2426,West Melbourne,VIC,3003,-37.810235,144.911025,2,30,
2008/2009,532570,VIC,West Swanson Terminal,DP WORLD AUST LTD,Stevedoring Services,77,Sulfur dioxide,18.3121,West Melbourne,VIC,3003,-37.810235,144.911025,2,30,
2008/2009,534158,VIC,Riversdale Mill,E P ROBINSON P/L,Wool Scouring,20,Carbon monoxide,2951.8485,Newtown,VIC,3220,-38.160882,144.337277,2,32,
2008/2009,534158,VIC,Riversdale Mill,E P ROBINSON P/L,Wool Scouring,69,Oxides of Nitrogen,3010.1432,Newtown,VIC,3220,-38.160882,144.337277,2,32,
2008/2009,534158,VIC,Riversdale Mill,E P ROBINSON P/L,Wool Scouring,92,Particulate Matter ?2.5 ‘m (PM2.5),221.3669,Newtown,VIC,3220,-38.160882,144.337277,2,32,
2008/2009,534158,VIC,Riversdale Mill,E P ROBINSON P/L,Wool Scouring,70,Particulate Matter ?10.0 ‘m (PM10),221.3669,Newtown,VIC,3220,-38.160882,144.337277,2,32,
2008/2009,534158,VIC,Riversdale Mill,E P ROBINSON P/L,Wool Scouring,77,Sulfur dioxide,48.424,Newtown,VIC,3220,-38.160882,144.337277,2,32,
2008/2009,536352,VIC,Bairnsdale Regional Landfill,EAST GIPPSLAND SHIRE COUNCIL,Waste Treatment and Disposal Services,20,Carbon monoxide,150.0118964,Bairnsdale,VIC,3875,-37.881159,147.63239,2,38,
2008/2009,531930,VIC,Lakes Entrance Landfill,EAST GIPPSLAND SHIRE COUNCIL,Waste Treatment and Disposal Services,20,Carbon monoxide,173.3099689,Lakes Entrance,VIC,3909,-37.857813,148.008462,2,39,
2008/2009,535454,VIC,Angliss Hospital,EASTERN HEALTH,Hospitals (Except Psychiatric Hospitals),20,Carbon monoxide,1173,Ferntree Gully,VIC,3156,-37.896928,145.315708,2,31,
2008/2009,535454,VIC,Angliss Hospital,EASTERN HEALTH,Hospitals (Except Psychiatric Hospitals),69,Oxides of Nitrogen,1392.4,Ferntree Gully,VIC,3156,-37.896928,145.315708,2,31,
2008/2009,535454,VIC,Angliss Hospital,EASTERN HEALTH,Hospitals (Except Psychiatric Hospitals),92,Particulate Matter ?2.5 ‘m (PM2.5),103,Ferntree Gully,VIC,3156,-37.896928,145.315708,2,31,
2008/2009,535454,VIC,Angliss Hospital,EASTERN HEALTH,Hospitals (Except Psychiatric Hospitals),70,Particulate Matter ?10.0 ‘m (PM10),103,Ferntree Gully,VIC,3156,-37.896928,145.315708,2,31,
2008/2009,535454,VIC,Angliss Hospital,EASTERN HEALTH,Hospitals (Except Psychiatric Hospitals),77,Sulfur dioxide,22.56,Ferntree Gully,VIC,3156,-37.896928,145.315708,2,31,
2008/2009,531648,VIC,Box Hill Hospital,EASTERN HEALTH,Hospitals (Except Psychiatric Hospitals),20,Carbon monoxide,1359,Box Hill,VIC,3128,-37.811953,145.119985,2,31,
2008/2009,531648,VIC,Box Hill Hospital,EASTERN HEALTH,Hospitals (Except Psychiatric Hospitals),69,Oxides of Nitrogen,1613,Box Hill,VIC,3128,-37.811953,145.119985,2,31,
2008/2009,531648,VIC,Box Hill Hospital,EASTERN HEALTH,Hospitals (Except Psychiatric Hospitals),92,Particulate Matter ?2.5 ‘m (PM2.5),119.5,Box Hill,VIC,3128,-37.811953,145.119985,2,31,
2008/2009,531648,VIC,Box Hill Hospital,EASTERN HEALTH,Hospitals (Except Psychiatric Hospitals),70,Particulate Matter ?10.0 ‘m (PM10),119.5,Box Hill,VIC,3128,-37.811953,145.119985,2,31,
2008/2009,531648,VIC,Box Hill Hospital,EASTERN HEALTH,Hospitals (Except Psychiatric Hospitals),77,Sulfur dioxide,26.145,Box Hill,VIC,3128,-37.811953,145.119985,2,31,
2008/2009,535462,VIC,Maroondah Hospital,EASTERN HEALTH,Hospitals (Except Psychiatric Hospitals),20,Carbon monoxide,1180,Ringwood East,VIC,3135,-37.805025,145.255326,2,31,
2008/2009,535462,VIC,Maroondah Hospital,EASTERN HEALTH,Hospitals (Except Psychiatric Hospitals),69,Oxides of Nitrogen,1401,Ringwood East,VIC,3135,-37.805025,145.255326,2,31,
2008/2009,535462,VIC,Maroondah Hospital,EASTERN HEALTH,Hospitals (Except Psychiatric Hospitals),92,Particulate Matter ?2.5 ‘m (PM2.5),103,Ringwood East,VIC,3135,-37.805025,145.255326,2,31,
2008/2009,535462,VIC,Maroondah Hospital,EASTERN HEALTH,Hospitals (Except Psychiatric Hospitals),70,Particulate Matter ?10.0 ‘m (PM10),103,Ringwood East,VIC,3135,-37.805025,145.255326,2,31,
2008/2009,535462,VIC,Maroondah Hospital,EASTERN HEALTH,Hospitals (Except Psychiatric Hospitals),77,Sulfur dioxide,22.7,Ringwood East,VIC,3135,-37.805025,145.255326,2,31,
2008/2009,529420,VIC,Jeeralang Power Station,ECOGEN ENERGY P/L,Fossil Fuel Electricity Generation,20,Carbon monoxide,17069.36,Morwell,VIC,3840,-38.273494,146.423938,2,38,
2008/2009,529420,VIC,Jeeralang Power Station,ECOGEN ENERGY P/L,Fossil Fuel Electricity Generation,69,Oxides of Nitrogen,426850.64,Morwell,VIC,3840,-38.273494,146.423938,2,38,
2008/2009,529420,VIC,Jeeralang Power Station,ECOGEN ENERGY P/L,Fossil Fuel Electricity Generation,92,Particulate Matter ?2.5 ‘m (PM2.5),1052.85,Morwell,VIC,3840,-38.273494,146.423938,2,38,
2008/2009,529420,VIC,Jeeralang Power Station,ECOGEN ENERGY P/L,Fossil Fuel Electricity Generation,70,Particulate Matter ?10.0 ‘m (PM10),9963.42,Morwell,VIC,3840,-38.273494,146.423938,2,38,
2008/2009,529420,VIC,Jeeralang Power Station,ECOGEN ENERGY P/L,Fossil Fuel Electricity Generation,77,Sulfur dioxide,7480.34,Morwell,VIC,3840,-38.273494,146.423938,2,38,
2008/2009,526780,VIC,Newport Power Station,ECOGEN ENERGY P/L,Fossil Fuel Electricity Generation,20,Carbon monoxide,50000,Newport,VIC,3015,-37.835149,144.893278,2,30,
2008/2009,526780,VIC,Newport Power Station,ECOGEN ENERGY P/L,Fossil Fuel Electricity Generation,69,Oxides of Nitrogen,470000,Newport,VIC,3015,-37.835149,144.893278,2,30,
2008/2009,526780,VIC,Newport Power Station,ECOGEN ENERGY P/L,Fossil Fuel Electricity Generation,92,Particulate Matter ?2.5 ‘m (PM2.5),35038,Newport,VIC,3015,-37.835149,144.893278,2,30,
2008/2009,526780,VIC,Newport Power Station,ECOGEN ENERGY P/L,Fossil Fuel Electricity Generation,70,Particulate Matter ?10.0 ‘m (PM10),35070,Newport,VIC,3015,-37.835149,144.893278,2,30,
2008/2009,526780,VIC,Newport Power Station,ECOGEN ENERGY P/L,Fossil Fuel Electricity Generation,77,Sulfur dioxide,3695.6,Newport,VIC,3015,-37.835149,144.893278,2,30,
2008/2009,526308,VIC,Berwick LFG Power Station,EDL LFG (VIC) P/L,Other Electricity Generation,20,Carbon monoxide,175765.825,Narre Warren,VIC,3805,-38.00258,145.330376,2,38,
2008/2009,526308,VIC,Berwick LFG Power Station,EDL LFG (VIC) P/L,Other Electricity Generation,69,Oxides of Nitrogen,132801.59,Narre Warren,VIC,3805,-38.00258,145.330376,2,38,
2008/2009,526308,VIC,Berwick LFG Power Station,EDL LFG (VIC) P/L,Other Electricity Generation,92,Particulate Matter ?2.5 ‘m (PM2.5),6491.554,Narre Warren,VIC,3805,-38.00258,145.330376,2,38,
2008/2009,526308,VIC,Berwick LFG Power Station,EDL LFG (VIC) P/L,Other Electricity Generation,70,Particulate Matter ?10.0 ‘m (PM10),6491.554,Narre Warren,VIC,3805,-38.00258,145.330376,2,38,
2008/2009,526308,VIC,Berwick LFG Power Station,EDL LFG (VIC) P/L,Other Electricity Generation,77,Sulfur dioxide,1077.491,Narre Warren,VIC,3805,-38.00258,145.330376,2,38,
2008/2009,524476,VIC,Broadmeadows LFG Power Station,EDL LFG (VIC) P/L,Other Electricity Generation,20,Carbon monoxide,122840.936,Campbellfield,VIC,3061,-37.685023,144.965572,2,30,
2008/2009,524476,VIC,Broadmeadows LFG Power Station,EDL LFG (VIC) P/L,Other Electricity Generation,69,Oxides of Nitrogen,94756.217,Campbellfield,VIC,3061,-37.685023,144.965572,2,30,
2008/2009,524476,VIC,Broadmeadows LFG Power Station,EDL LFG (VIC) P/L,Other Electricity Generation,92,Particulate Matter ?2.5 ‘m (PM2.5),876.123,Campbellfield,VIC,3061,-37.685023,144.965572,2,30,
2008/2009,524476,VIC,Broadmeadows LFG Power Station,EDL LFG (VIC) P/L,Other Electricity Generation,70,Particulate Matter ?10.0 ‘m (PM10),876.123,Campbellfield,VIC,3061,-37.685023,144.965572,2,30,
2008/2009,524476,VIC,Broadmeadows LFG Power Station,EDL LFG (VIC) P/L,Other Electricity Generation,77,Sulfur dioxide,784.008,Campbellfield,VIC,3061,-37.685023,144.965572,2,30,
