report_year,facility_id,jurisdiction_code,facility_name,registered_business_name,primary_anzsic_class_name,substance_id,substance_name,air_total_emission_kg,suburb,state,postcode,latitude,longitude,report_year_1,postalcode_2,pr_rank
2016/2017,526934,VIC,ENGIE Hazelwood Power Station and Mine,NATIONAL POWER AUSTRALIA INVESTMENTS LIMITED,Fossil Fuel Electricity Generation,77,Sulfur dioxide,16904908.47,Morwell,VIC,3840,-38.271523,146.390802,10,38,
2016/2017,532406,VIC,Nestle Confectionery,NESTLE AUSTRALIA LTD,Confectionery Manufacturing,20,Carbon monoxide,3593.875365,Campbellfield,VIC,3061,-37.675819,144.954485,10,30,
2016/2017,532406,VIC,Nestle Confectionery,NESTLE AUSTRALIA LTD,Confectionery Manufacturing,69,Oxides of Nitrogen,4271.570214,Campbellfield,VIC,3061,-37.675819,144.954485,10,30,
2016/2017,532406,VIC,Nestle Confectionery,NESTLE AUSTRALIA LTD,Confectionery Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),314.4681641,Campbellfield,VIC,3061,-37.675819,144.954485,10,30,
2016/2017,532406,VIC,Nestle Confectionery,NESTLE AUSTRALIA LTD,Confectionery Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),314.4681641,Campbellfield,VIC,3061,-37.675819,144.954485,10,30,
2016/2017,532406,VIC,Nestle Confectionery,NESTLE AUSTRALIA LTD,Confectionery Manufacturing,77,Sulfur dioxide,46.88720326,Campbellfield,VIC,3061,-37.675819,144.954485,10,30,
2016/2017,534470,VIC,Nestle Confectionery & Snacks,NESTLE AUSTRALIA LTD,Confectionery Manufacturing,20,Carbon monoxide,3351.388923,Broadford,VIC,3658,-37.212763,145.062103,10,36,
2016/2017,534470,VIC,Nestle Confectionery & Snacks,NESTLE AUSTRALIA LTD,Confectionery Manufacturing,69,Oxides of Nitrogen,3977.472568,Broadford,VIC,3658,-37.212763,145.062103,10,36,
2016/2017,534470,VIC,Nestle Confectionery & Snacks,NESTLE AUSTRALIA LTD,Confectionery Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),294.6275977,Broadford,VIC,3658,-37.212763,145.062103,10,36,
2016/2017,534470,VIC,Nestle Confectionery & Snacks,NESTLE AUSTRALIA LTD,Confectionery Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),294.6275977,Broadford,VIC,3658,-37.212763,145.062103,10,36,
2016/2017,534470,VIC,Nestle Confectionery & Snacks,NESTLE AUSTRALIA LTD,Confectionery Manufacturing,77,Sulfur dioxide,43.92897481,Broadford,VIC,3658,-37.212763,145.062103,10,36,
2016/2017,526836,VIC,Nestle Foods,NESTLE AUSTRALIA LTD,Milk and Cream Processing,20,Carbon monoxide,5279.071436,Tongala,VIC,3621,-36.251424,144.947257,10,36,
2016/2017,526836,VIC,Nestle Foods,NESTLE AUSTRALIA LTD,Milk and Cream Processing,69,Oxides of Nitrogen,3628.811621,Tongala,VIC,3621,-36.251424,144.947257,10,36,
2016/2017,526836,VIC,Nestle Foods,NESTLE AUSTRALIA LTD,Milk and Cream Processing,92,Particulate Matter ?2.5 ‘m (PM2.5),419.0832031,Tongala,VIC,3621,-36.251424,144.947257,10,36,
2016/2017,526836,VIC,Nestle Foods,NESTLE AUSTRALIA LTD,Milk and Cream Processing,70,Particulate Matter ?10.0 ‘m (PM10),419.0832031,Tongala,VIC,3621,-36.251424,144.947257,10,36,
2016/2017,526836,VIC,Nestle Foods,NESTLE AUSTRALIA LTD,Milk and Cream Processing,77,Sulfur dioxide,62.48530559,Tongala,VIC,3621,-36.251424,144.947257,10,36,
2016/2017,533288,VIC,Uncle Tobys,NESTLE AUSTRALIA LTD,"Cereal, Pasta and Baking Mix Manufacturing",20,Carbon monoxide,6390.477524,Wahgunyah,VIC,3687,-36.012679,146.408662,10,36,
2016/2017,533288,VIC,Uncle Tobys,NESTLE AUSTRALIA LTD,"Cereal, Pasta and Baking Mix Manufacturing",69,Oxides of Nitrogen,2903.12533,Wahgunyah,VIC,3687,-36.012679,146.408662,10,36,
2016/2017,533288,VIC,Uncle Tobys,NESTLE AUSTRALIA LTD,"Cereal, Pasta and Baking Mix Manufacturing",92,Particulate Matter ?2.5 ‘m (PM2.5),408.1887891,Wahgunyah,VIC,3687,-36.012679,146.408662,10,36,
2016/2017,533288,VIC,Uncle Tobys,NESTLE AUSTRALIA LTD,"Cereal, Pasta and Baking Mix Manufacturing",70,Particulate Matter ?10.0 ‘m (PM10),408.1887891,Wahgunyah,VIC,3687,-36.012679,146.408662,10,36,
2016/2017,533288,VIC,Uncle Tobys,NESTLE AUSTRALIA LTD,"Cereal, Pasta and Baking Mix Manufacturing",77,Sulfur dioxide,60.86094845,Wahgunyah,VIC,3687,-36.012679,146.408662,10,36,
2016/2017,535876,VIC,NISSAN CASTING AUSTRALIA PTY LTD,NISSAN CASTING AUSTRALIA PTY LTD,Non-Ferrous Metal Casting,20,Carbon monoxide,5328.961357,Dandenong,VIC,3175,-38.021,145.2143694,10,31,
2016/2017,535876,VIC,NISSAN CASTING AUSTRALIA PTY LTD,NISSAN CASTING AUSTRALIA PTY LTD,Non-Ferrous Metal Casting,69,Oxides of Nitrogen,3017.338222,Dandenong,VIC,3175,-38.021,145.2143694,10,31,
2016/2017,535876,VIC,NISSAN CASTING AUSTRALIA PTY LTD,NISSAN CASTING AUSTRALIA PTY LTD,Non-Ferrous Metal Casting,92,Particulate Matter ?2.5 ‘m (PM2.5),426.829772,Dandenong,VIC,3175,-38.021,145.2143694,10,31,
2016/2017,535876,VIC,NISSAN CASTING AUSTRALIA PTY LTD,NISSAN CASTING AUSTRALIA PTY LTD,Non-Ferrous Metal Casting,70,Particulate Matter ?10.0 ‘m (PM10),487.629539,Dandenong,VIC,3175,-38.021,145.2143694,10,31,
2016/2017,535876,VIC,NISSAN CASTING AUSTRALIA PTY LTD,NISSAN CASTING AUSTRALIA PTY LTD,Non-Ferrous Metal Casting,77,Sulfur dioxide,181.0866595,Dandenong,VIC,3175,-38.021,145.2143694,10,31,
2016/2017,588820,VIC,Northeast Health Wangaratta,NORTHEAST HEALTH,Hospitals (Except Psychiatric Hospitals),20,Carbon monoxide,1414,Wangaratta,VIC,3677,-36.354018,146.314673,10,36,
2016/2017,588820,VIC,Northeast Health Wangaratta,NORTHEAST HEALTH,Hospitals (Except Psychiatric Hospitals),69,Oxides of Nitrogen,5636,Wangaratta,VIC,3677,-36.354018,146.314673,10,36,
2016/2017,588820,VIC,Northeast Health Wangaratta,NORTHEAST HEALTH,Hospitals (Except Psychiatric Hospitals),92,Particulate Matter ?2.5 ‘m (PM2.5),261,Wangaratta,VIC,3677,-36.354018,146.314673,10,36,
2016/2017,588820,VIC,Northeast Health Wangaratta,NORTHEAST HEALTH,Hospitals (Except Psychiatric Hospitals),70,Particulate Matter ?10.0 ‘m (PM10),261,Wangaratta,VIC,3677,-36.354018,146.314673,10,36,
2016/2017,588820,VIC,Northeast Health Wangaratta,NORTHEAST HEALTH,Hospitals (Except Psychiatric Hospitals),77,Sulfur dioxide,23.655,Wangaratta,VIC,3677,-36.354018,146.314673,10,36,
2016/2017,558890,VIC,The Northern Hospital,NORTHERN HEALTH,Hospitals (Except Psychiatric Hospitals),20,Carbon monoxide,2950.379067,Epping,VIC,3076,-37.65128,145.014288,10,30,
2016/2017,558890,VIC,The Northern Hospital,NORTHERN HEALTH,Hospitals (Except Psychiatric Hospitals),69,Oxides of Nitrogen,2292.453618,Epping,VIC,3076,-37.65128,145.014288,10,30,
2016/2017,558890,VIC,The Northern Hospital,NORTHERN HEALTH,Hospitals (Except Psychiatric Hospitals),92,Particulate Matter ?2.5 ‘m (PM2.5),222.9418164,Epping,VIC,3076,-37.65128,145.014288,10,30,
2016/2017,558890,VIC,The Northern Hospital,NORTHERN HEALTH,Hospitals (Except Psychiatric Hospitals),70,Particulate Matter ?10.0 ‘m (PM10),222.9418164,Epping,VIC,3076,-37.65128,145.014288,10,30,
2016/2017,558890,VIC,The Northern Hospital,NORTHERN HEALTH,Hospitals (Except Psychiatric Hospitals),77,Sulfur dioxide,33.12176983,Epping,VIC,3076,-37.65128,145.014288,10,30,
2016/2017,530902,VIC,Note Printing Australia Limited,NOTE PRINTING AUSTRALIA LIMITED,Printing,20,Carbon monoxide,991.1790224,Craigieburn,VIC,3064,-37.611378,144.944654,10,30,
2016/2017,530902,VIC,Note Printing Australia Limited,NOTE PRINTING AUSTRALIA LIMITED,Printing,69,Oxides of Nitrogen,1165.356526,Craigieburn,VIC,3064,-37.611378,144.944654,10,30,
2016/2017,530902,VIC,Note Printing Australia Limited,NOTE PRINTING AUSTRALIA LIMITED,Printing,92,Particulate Matter ?2.5 ‘m (PM2.5),87.64350197,Craigieburn,VIC,3064,-37.611378,144.944654,10,30,
2016/2017,530902,VIC,Note Printing Australia Limited,NOTE PRINTING AUSTRALIA LIMITED,Printing,70,Particulate Matter ?10.0 ‘m (PM10),87.72400197,Craigieburn,VIC,3064,-37.611378,144.944654,10,30,
2016/2017,530902,VIC,Note Printing Australia Limited,NOTE PRINTING AUSTRALIA LIMITED,Printing,77,Sulfur dioxide,12.80527249,Craigieburn,VIC,3064,-37.611378,144.944654,10,30,
2016/2017,635096,VIC,NovaPower Traralgon,NOVAPOWER PTY LTD,Fossil Fuel Electricity Generation,20,Carbon monoxide,1581.598,Traralgon East,VIC,3844,-38.179367,146.565382,10,38,
2016/2017,635096,VIC,NovaPower Traralgon,NOVAPOWER PTY LTD,Fossil Fuel Electricity Generation,69,Oxides of Nitrogen,685.60434,Traralgon East,VIC,3844,-38.179367,146.565382,10,38,
2016/2017,635096,VIC,NovaPower Traralgon,NOVAPOWER PTY LTD,Fossil Fuel Electricity Generation,92,Particulate Matter ?2.5 ‘m (PM2.5),2.6965387,Traralgon East,VIC,3844,-38.179367,146.565382,10,38,
2016/2017,635096,VIC,NovaPower Traralgon,NOVAPOWER PTY LTD,Fossil Fuel Electricity Generation,70,Particulate Matter ?10.0 ‘m (PM10),2.6965387,Traralgon East,VIC,3844,-38.179367,146.565382,10,38,
2016/2017,635096,VIC,NovaPower Traralgon,NOVAPOWER PTY LTD,Fossil Fuel Electricity Generation,77,Sulfur dioxide,27.174421,Traralgon East,VIC,3844,-38.179367,146.565382,10,38,
2016/2017,523740,VIC,Laverton North,NUFARM AUSTRALIA LIMITED,Pesticide Manufacturing,20,Carbon monoxide,12400,Laverton North,VIC,3026,-37.828024,144.799182,10,30,
2016/2017,523740,VIC,Laverton North,NUFARM AUSTRALIA LIMITED,Pesticide Manufacturing,69,Oxides of Nitrogen,11960,Laverton North,VIC,3026,-37.828024,144.799182,10,30,
2016/2017,523740,VIC,Laverton North,NUFARM AUSTRALIA LIMITED,Pesticide Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),870,Laverton North,VIC,3026,-37.828024,144.799182,10,30,
2016/2017,523740,VIC,Laverton North,NUFARM AUSTRALIA LIMITED,Pesticide Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),890,Laverton North,VIC,3026,-37.828024,144.799182,10,30,
2016/2017,523740,VIC,Laverton North,NUFARM AUSTRALIA LIMITED,Pesticide Manufacturing,77,Sulfur dioxide,298.01,Laverton North,VIC,3026,-37.828024,144.799182,10,30,
2016/2017,533092,VIC,"Olex Australia Pty Ltd, Lilydale",OLEX AUSTRALIA PTY LIMITED,Spring and Wire Product Manufacturing,20,Carbon monoxide,4619,Lilydale,VIC,3140,-37.757765,145.352923,10,31,
2016/2017,533092,VIC,"Olex Australia Pty Ltd, Lilydale",OLEX AUSTRALIA PTY LIMITED,Spring and Wire Product Manufacturing,69,Oxides of Nitrogen,798,Lilydale,VIC,3140,-37.757765,145.352923,10,31,
2016/2017,533092,VIC,"Olex Australia Pty Ltd, Lilydale",OLEX AUSTRALIA PTY LIMITED,Spring and Wire Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),100.1,Lilydale,VIC,3140,-37.757765,145.352923,10,31,
2016/2017,533092,VIC,"Olex Australia Pty Ltd, Lilydale",OLEX AUSTRALIA PTY LIMITED,Spring and Wire Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),100.1,Lilydale,VIC,3140,-37.757765,145.352923,10,31,
2016/2017,533092,VIC,"Olex Australia Pty Ltd, Lilydale",OLEX AUSTRALIA PTY LIMITED,Spring and Wire Product Manufacturing,77,Sulfur dioxide,14.8889,Lilydale,VIC,3140,-37.757765,145.352923,10,31,
2016/2017,524312,VIC,Onesteel Geelong Wiremill,ONESTEEL WIRE PTY LIMITED,Metal Coating and Finishing,20,Carbon monoxide,5123.55,North Shore,VIC,3214,-38.091873,144.376783,10,32,
2016/2017,524312,VIC,Onesteel Geelong Wiremill,ONESTEEL WIRE PTY LIMITED,Metal Coating and Finishing,69,Oxides of Nitrogen,6281.33,North Shore,VIC,3214,-38.091873,144.376783,10,32,
2016/2017,524312,VIC,Onesteel Geelong Wiremill,ONESTEEL WIRE PTY LIMITED,Metal Coating and Finishing,92,Particulate Matter ?2.5 ‘m (PM2.5),925.4,North Shore,VIC,3214,-38.091873,144.376783,10,32,
2016/2017,524312,VIC,Onesteel Geelong Wiremill,ONESTEEL WIRE PTY LIMITED,Metal Coating and Finishing,70,Particulate Matter ?10.0 ‘m (PM10),6735.73,North Shore,VIC,3214,-38.091873,144.376783,10,32,
2016/2017,524312,VIC,Onesteel Geelong Wiremill,ONESTEEL WIRE PTY LIMITED,Metal Coating and Finishing,77,Sulfur dioxide,64.037,North Shore,VIC,3214,-38.091873,144.376783,10,32,
2016/2017,589260,VIC,Mortlake Power Station,ORIGIN ENERGY POWER LIMITED,Fossil Fuel Electricity Generation,20,Carbon monoxide,76354.95,Mortlake,VIC,3272,-38.067515,142.673667,10,32,
2016/2017,589260,VIC,Mortlake Power Station,ORIGIN ENERGY POWER LIMITED,Fossil Fuel Electricity Generation,69,Oxides of Nitrogen,504776.56,Mortlake,VIC,3272,-38.067515,142.673667,10,32,
2016/2017,589260,VIC,Mortlake Power Station,ORIGIN ENERGY POWER LIMITED,Fossil Fuel Electricity Generation,92,Particulate Matter ?2.5 ‘m (PM2.5),31704.11,Mortlake,VIC,3272,-38.067515,142.673667,10,32,
2016/2017,589260,VIC,Mortlake Power Station,ORIGIN ENERGY POWER LIMITED,Fossil Fuel Electricity Generation,70,Particulate Matter ?10.0 ‘m (PM10),32878.49,Mortlake,VIC,3272,-38.067515,142.673667,10,32,
2016/2017,589260,VIC,Mortlake Power Station,ORIGIN ENERGY POWER LIMITED,Fossil Fuel Electricity Generation,77,Sulfur dioxide,2934.62,Mortlake,VIC,3272,-38.067515,142.673667,10,32,
2016/2017,536294,VIC,Lang Lang,ORIGIN ENERGY RESOURCES LIMITED,Oil and Gas Extraction,20,Carbon monoxide,266000,Lang Lang,VIC,3984,-38.297752,145.571778,10,39,
2016/2017,536294,VIC,Lang Lang,ORIGIN ENERGY RESOURCES LIMITED,Oil and Gas Extraction,69,Oxides of Nitrogen,291000,Lang Lang,VIC,3984,-38.297752,145.571778,10,39,
2016/2017,536294,VIC,Lang Lang,ORIGIN ENERGY RESOURCES LIMITED,Oil and Gas Extraction,92,Particulate Matter ?2.5 ‘m (PM2.5),6550,Lang Lang,VIC,3984,-38.297752,145.571778,10,39,
2016/2017,536294,VIC,Lang Lang,ORIGIN ENERGY RESOURCES LIMITED,Oil and Gas Extraction,70,Particulate Matter ?10.0 ‘m (PM10),8540,Lang Lang,VIC,3984,-38.297752,145.571778,10,39,
2016/2017,536294,VIC,Lang Lang,ORIGIN ENERGY RESOURCES LIMITED,Oil and Gas Extraction,77,Sulfur dioxide,13600,Lang Lang,VIC,3984,-38.297752,145.571778,10,39,
2016/2017,549422,VIC,Otway,ORIGIN ENERGY RESOURCES LIMITED,Oil and Gas Extraction,20,Carbon monoxide,151000,Port Campbell,VIC,3269,-38.571887,143.038759,10,32,
2016/2017,549422,VIC,Otway,ORIGIN ENERGY RESOURCES LIMITED,Oil and Gas Extraction,69,Oxides of Nitrogen,338000,Port Campbell,VIC,3269,-38.571887,143.038759,10,32,
2016/2017,549422,VIC,Otway,ORIGIN ENERGY RESOURCES LIMITED,Oil and Gas Extraction,92,Particulate Matter ?2.5 ‘m (PM2.5),3650,Port Campbell,VIC,3269,-38.571887,143.038759,10,32,
2016/2017,549422,VIC,Otway,ORIGIN ENERGY RESOURCES LIMITED,Oil and Gas Extraction,70,Particulate Matter ?10.0 ‘m (PM10),3660,Port Campbell,VIC,3269,-38.571887,143.038759,10,32,
2016/2017,549422,VIC,Otway,ORIGIN ENERGY RESOURCES LIMITED,Oil and Gas Extraction,77,Sulfur dioxide,518,Port Campbell,VIC,3269,-38.571887,143.038759,10,32,
2016/2017,523814,VIC,Orora Beverage Cans,ORORA LIMITED,Other Metal Container Manufacturing,20,Carbon monoxide,2320,Dandenong,VIC,3175,-38.00193,145.224475,10,31,
2016/2017,523814,VIC,Orora Beverage Cans,ORORA LIMITED,Other Metal Container Manufacturing,69,Oxides of Nitrogen,2989,Dandenong,VIC,3175,-38.00193,145.224475,10,31,
2016/2017,523814,VIC,Orora Beverage Cans,ORORA LIMITED,Other Metal Container Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),148,Dandenong,VIC,3175,-38.00193,145.224475,10,31,
2016/2017,523814,VIC,Orora Beverage Cans,ORORA LIMITED,Other Metal Container Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),148,Dandenong,VIC,3175,-38.00193,145.224475,10,31,
2016/2017,523814,VIC,Orora Beverage Cans,ORORA LIMITED,Other Metal Container Manufacturing,77,Sulfur dioxide,22.21,Dandenong,VIC,3175,-38.00193,145.224475,10,31,
2016/2017,529756,VIC,Orora Fibre Packaging,ORORA LIMITED,"Pulp, Paper and Paperboard Manufacturing",20,Carbon monoxide,5735.9,Scoresby,VIC,3179,-37.901134,145.233724,10,31,
2016/2017,529170,VIC,Orora Fibre Packaging,ORORA LIMITED,"Pulp, Paper and Paperboard Manufacturing",20,Carbon monoxide,2852.4,Brooklyn,VIC,3012,-37.814649,144.855807,10,30,
2016/2017,529170,VIC,Orora Fibre Packaging,ORORA LIMITED,"Pulp, Paper and Paperboard Manufacturing",69,Oxides of Nitrogen,2524.1,Brooklyn,VIC,3012,-37.814649,144.855807,10,30,
2016/2017,529756,VIC,Orora Fibre Packaging,ORORA LIMITED,"Pulp, Paper and Paperboard Manufacturing",69,Oxides of Nitrogen,13695.6,Scoresby,VIC,3179,-37.901134,145.233724,10,31,
2016/2017,529756,VIC,Orora Fibre Packaging,ORORA LIMITED,"Pulp, Paper and Paperboard Manufacturing",92,Particulate Matter ?2.5 ‘m (PM2.5),243.8,Scoresby,VIC,3179,-37.901134,145.233724,10,31,
2016/2017,529170,VIC,Orora Fibre Packaging,ORORA LIMITED,"Pulp, Paper and Paperboard Manufacturing",92,Particulate Matter ?2.5 ‘m (PM2.5),179.2,Brooklyn,VIC,3012,-37.814649,144.855807,10,30,
2016/2017,529170,VIC,Orora Fibre Packaging,ORORA LIMITED,"Pulp, Paper and Paperboard Manufacturing",70,Particulate Matter ?10.0 ‘m (PM10),179.3,Brooklyn,VIC,3012,-37.814649,144.855807,10,30,
2016/2017,529756,VIC,Orora Fibre Packaging,ORORA LIMITED,"Pulp, Paper and Paperboard Manufacturing",70,Particulate Matter ?10.0 ‘m (PM10),243.8,Scoresby,VIC,3179,-37.901134,145.233724,10,31,
2016/2017,529170,VIC,Orora Fibre Packaging,ORORA LIMITED,"Pulp, Paper and Paperboard Manufacturing",77,Sulfur dioxide,26.4,Brooklyn,VIC,3012,-37.814649,144.855807,10,30,
2016/2017,529756,VIC,Orora Fibre Packaging,ORORA LIMITED,"Pulp, Paper and Paperboard Manufacturing",77,Sulfur dioxide,36.4,Scoresby,VIC,3179,-37.901134,145.233724,10,31,
2016/2017,526742,VIC,OZTEK HOLDINGS PTY LTD,OZTEK HOLDINGS PTY LTD,Meat Processing,20,Carbon monoxide,1367,Barnawartha,VIC,3688,-36.118339,146.69789,10,36,
2016/2017,526742,VIC,OZTEK HOLDINGS PTY LTD,OZTEK HOLDINGS PTY LTD,Meat Processing,69,Oxides of Nitrogen,14451,Barnawartha,VIC,3688,-36.118339,146.69789,10,36,
2016/2017,526742,VIC,OZTEK HOLDINGS PTY LTD,OZTEK HOLDINGS PTY LTD,Meat Processing,92,Particulate Matter ?2.5 ‘m (PM2.5),236,Barnawartha,VIC,3688,-36.118339,146.69789,10,36,
2016/2017,526742,VIC,OZTEK HOLDINGS PTY LTD,OZTEK HOLDINGS PTY LTD,Meat Processing,70,Particulate Matter ?10.0 ‘m (PM10),372,Barnawartha,VIC,3688,-36.118339,146.69789,10,36,
2016/2017,526742,VIC,OZTEK HOLDINGS PTY LTD,OZTEK HOLDINGS PTY LTD,Meat Processing,77,Sulfur dioxide,41,Barnawartha,VIC,3688,-36.118339,146.69789,10,36,
2016/2017,525508,VIC,Kenworth Trucks,PACCAR AUSTRALIA PTY LTD,Motor Vehicle Manufacturing,20,Carbon monoxide,8148.74,Bayswater North,VIC,3153,-37.821712,145.299242,10,31,
2016/2017,525508,VIC,Kenworth Trucks,PACCAR AUSTRALIA PTY LTD,Motor Vehicle Manufacturing,69,Oxides of Nitrogen,2687.49,Bayswater North,VIC,3153,-37.821712,145.299242,10,31,
2016/2017,525508,VIC,Kenworth Trucks,PACCAR AUSTRALIA PTY LTD,Motor Vehicle Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),172.2737,Bayswater North,VIC,3153,-37.821712,145.299242,10,31,
2016/2017,525508,VIC,Kenworth Trucks,PACCAR AUSTRALIA PTY LTD,Motor Vehicle Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),176.9515,Bayswater North,VIC,3153,-37.821712,145.299242,10,31,
2016/2017,525508,VIC,Kenworth Trucks,PACCAR AUSTRALIA PTY LTD,Motor Vehicle Manufacturing,77,Sulfur dioxide,15.14254,Bayswater North,VIC,3153,-37.821712,145.299242,10,31,
2016/2017,529222,VIC,Paper Australia Maryvale Mill,PAPER AUSTRALIA PTY LTD,"Pulp, Paper and Paperboard Manufacturing",20,Carbon monoxide,289200,Morwell,VIC,3840,-38.179045,146.462361,10,38,
2016/2017,529222,VIC,Paper Australia Maryvale Mill,PAPER AUSTRALIA PTY LTD,"Pulp, Paper and Paperboard Manufacturing",69,Oxides of Nitrogen,921900,Morwell,VIC,3840,-38.179045,146.462361,10,38,
2016/2017,529222,VIC,Paper Australia Maryvale Mill,PAPER AUSTRALIA PTY LTD,"Pulp, Paper and Paperboard Manufacturing",92,Particulate Matter ?2.5 ‘m (PM2.5),68850,Morwell,VIC,3840,-38.179045,146.462361,10,38,
2016/2017,529222,VIC,Paper Australia Maryvale Mill,PAPER AUSTRALIA PTY LTD,"Pulp, Paper and Paperboard Manufacturing",70,Particulate Matter ?10.0 ‘m (PM10),154070,Morwell,VIC,3840,-38.179045,146.462361,10,38,
2016/2017,529222,VIC,Paper Australia Maryvale Mill,PAPER AUSTRALIA PTY LTD,"Pulp, Paper and Paperboard Manufacturing",77,Sulfur dioxide,911009.39,Morwell,VIC,3840,-38.179045,146.462361,10,38,
2016/2017,531450,VIC,BENDIGO,PARMALAT AUSTRALIA PTY LTD,Milk and Cream Processing,20,Carbon monoxide,2685.04393,Bendigo,VIC,3550,-36.739675,144.284606,10,35,
2016/2017,531450,VIC,BENDIGO,PARMALAT AUSTRALIA PTY LTD,Milk and Cream Processing,69,Oxides of Nitrogen,4376.819027,Bendigo,VIC,3550,-36.739675,144.284606,10,35,
2016/2017,531450,VIC,BENDIGO,PARMALAT AUSTRALIA PTY LTD,Milk and Cream Processing,92,Particulate Matter ?2.5 ‘m (PM2.5),230.7203906,Bendigo,VIC,3550,-36.739675,144.284606,10,35,
2016/2017,531450,VIC,BENDIGO,PARMALAT AUSTRALIA PTY LTD,Milk and Cream Processing,70,Particulate Matter ?10.0 ‘m (PM10),230.7203906,Bendigo,VIC,3550,-36.739675,144.284606,10,35,
2016/2017,531450,VIC,BENDIGO,PARMALAT AUSTRALIA PTY LTD,Milk and Cream Processing,77,Sulfur dioxide,34.40041024,Bendigo,VIC,3550,-36.739675,144.284606,10,35,
2016/2017,534242,VIC,Echuca,PARMALAT AUSTRALIA PTY LTD,Milk and Cream Processing,20,Carbon monoxide,1400.285272,Echuca,VIC,3564,-36.147267,144.771159,10,35,
2016/2017,534242,VIC,Echuca,PARMALAT AUSTRALIA PTY LTD,Milk and Cream Processing,69,Oxides of Nitrogen,2331.244162,Echuca,VIC,3564,-36.147267,144.771159,10,35,
2016/2017,534242,VIC,Echuca,PARMALAT AUSTRALIA PTY LTD,Milk and Cream Processing,92,Particulate Matter ?2.5 ‘m (PM2.5),123.102002,Echuca,VIC,3564,-36.147267,144.771159,10,35,
2016/2017,534242,VIC,Echuca,PARMALAT AUSTRALIA PTY LTD,Milk and Cream Processing,70,Particulate Matter ?10.0 ‘m (PM10),123.120002,Echuca,VIC,3564,-36.147267,144.771159,10,35,
2016/2017,534242,VIC,Echuca,PARMALAT AUSTRALIA PTY LTD,Milk and Cream Processing,77,Sulfur dioxide,18.35450849,Echuca,VIC,3564,-36.147267,144.771159,10,35,
2016/2017,531420,VIC,ROWVILLE,PARMALAT AUSTRALIA PTY LTD,Milk and Cream Processing,20,Carbon monoxide,2992.214431,Rowville,VIC,3178,-37.928154,145.221362,10,31,
2016/2017,531420,VIC,ROWVILLE,PARMALAT AUSTRALIA PTY LTD,Milk and Cream Processing,69,Oxides of Nitrogen,4957.516397,Rowville,VIC,3178,-37.928154,145.221362,10,31,
2016/2017,531420,VIC,ROWVILLE,PARMALAT AUSTRALIA PTY LTD,Milk and Cream Processing,92,Particulate Matter ?2.5 ‘m (PM2.5),261.6803906,Rowville,VIC,3178,-37.928154,145.221362,10,31,
2016/2017,531420,VIC,ROWVILLE,PARMALAT AUSTRALIA PTY LTD,Milk and Cream Processing,70,Particulate Matter ?10.0 ‘m (PM10),261.6803906,Rowville,VIC,3178,-37.928154,145.221362,10,31,
2016/2017,531420,VIC,ROWVILLE,PARMALAT AUSTRALIA PTY LTD,Milk and Cream Processing,77,Sulfur dioxide,39.01654624,Rowville,VIC,3178,-37.928154,145.221362,10,31,
2016/2017,577330,VIC,"Patrick Terminal, East Swanson Dock",PATRICK CONTAINER PORTS PTY LTD,Stevedoring Services,20,Carbon monoxide,22714.19,West Melbourne,VIC,3003,-37.81175,144.920032,10,30,
2016/2017,577330,VIC,"Patrick Terminal, East Swanson Dock",PATRICK CONTAINER PORTS PTY LTD,Stevedoring Services,69,Oxides of Nitrogen,72324.8299,West Melbourne,VIC,3003,-37.81175,144.920032,10,30,
2016/2017,577330,VIC,"Patrick Terminal, East Swanson Dock",PATRICK CONTAINER PORTS PTY LTD,Stevedoring Services,92,Particulate Matter ?2.5 ‘m (PM2.5),5590.678,West Melbourne,VIC,3003,-37.81175,144.920032,10,30,
2016/2017,577330,VIC,"Patrick Terminal, East Swanson Dock",PATRICK CONTAINER PORTS PTY LTD,Stevedoring Services,70,Particulate Matter ?10.0 ‘m (PM10),5916.67001,West Melbourne,VIC,3003,-37.81175,144.920032,10,30,
2016/2017,577330,VIC,"Patrick Terminal, East Swanson Dock",PATRICK CONTAINER PORTS PTY LTD,Stevedoring Services,77,Sulfur dioxide,55.4855999,West Melbourne,VIC,3003,-37.81175,144.920032,10,30,
2016/2017,526428,VIC,Peerless,PEERLESS HOLDINGS PTY LIMITED,Oil and Fat Manufacturing,20,Carbon monoxide,14405.96473,Braybrook,VIC,3019,-37.776031,144.863168,10,30,
2016/2017,526428,VIC,Peerless,PEERLESS HOLDINGS PTY LIMITED,Oil and Fat Manufacturing,69,Oxides of Nitrogen,8548.594453,Braybrook,VIC,3019,-37.776031,144.863168,10,30,
